"PTS","MP","FG","X3P","FT","FT.","Age","FG.","AST","Pos1"
1.4,5.3,0.5,0.1,0.3,0.619,23,0.438,0.2,"SG"
13.6,26.8,4.9,1.6,2.3,0.805,28,0.429,1.3,"PF"
2.4,5.6,0.8,0.4,0.4,1,24,0.286,0.6,"PG"
10.2,29.9,3.5,1.4,1.8,0.729,23,0.367,4.8,"SG"
7.7,21.5,2.5,0.8,1.8,0.855,31,0.379,3,"PG"
9.6,22.1,3.6,1.2,1.1,0.819,22,0.442,1.4,"SF"
7.1,18.1,3.2,0,0.7,0.476,19,0.405,3.8,"SG"
11.5,27,4.5,1,1.4,0.82,28,0.48,1.9,"PF"
7.7,21.2,2.8,0.8,1.3,0.608,20,0.423,1.2,"PF"
7.7,13,2.7,1.7,0.8,0.727,30,0.395,0.8,"C"
9.5,25.7,3.3,1.6,1.3,0.829,31,0.458,1.2,"PF"
7.1,19.4,3,0,1.1,0.458,27,0.601,1.9,"C"
4.3,18.7,1.4,0.8,0.7,0.926,27,0.362,3.8,"PG"
6.5,21.4,2.5,0.8,0.7,0.712,24,0.495,0.9,"SF"
5.4,16.8,2.1,0.6,0.6,0.746,26,0.489,0.7,"PF"
3.4,7.7,1.4,0.3,0.3,0.818,25,0.59,0.5,"C"
13.2,22.3,5.5,0.5,1.7,0.78,29,0.507,1.7,"PF"
4.6,16.1,1.5,0.3,1.4,0.82,26,0.332,2.2,"PG"
9.2,25,3.8,0,1.6,0.684,24,0.504,1,"SF"
17.1,31.1,5.3,2,4.4,0.803,30,0.381,4.1,"PG"
9.3,19.1,3.4,0.7,1.8,0.762,27,0.383,3.5,"PG"
7.6,20,2.7,1.2,1.1,0.919,26,0.458,1,"C"
8.8,18.5,3.6,0.9,0.7,0.658,29,0.527,1.1,"PF"
4.3,16.7,1.9,0,0.5,0.45,29,0.583,0.8,"C"
9.5,25.2,3.4,2,0.9,0.848,30,0.419,4.6,"PG"
3.4,12.5,1.3,0.4,0.4,0.5,24,0.277,1,"SG"
3.3,8.3,1.3,0,0.7,1,22,0.667,2.3,"PG"
11,17,4.6,0,1.8,0.626,24,0.635,1,"C"
5.4,18.9,2.1,1,0.3,0.6,25,0.376,1.1,"SF"
12.7,28.2,4.7,0.9,2.5,0.777,21,0.479,1.3,"C"
6.8,20.5,2.6,1.1,0.5,0.8,29,0.461,1.3,"PF"
4.4,15.7,1.8,0,0.7,0.75,23,0.524,0.7,"C"
2.1,5,0.9,0,0.3,0.385,37,0.684,0.3,"PF"
7.3,17.4,2.5,1.5,0.7,0.862,32,0.412,0.5,"SG"
11.6,31,4.2,1.4,1.7,0.831,29,0.415,5.5,"SG"
4.4,12.8,1.5,1,0.5,0.724,24,0.39,1,"SG"
18.5,32.6,6.7,1.5,3.5,0.85,22,0.499,6.1,"C"
15.6,27.2,5.6,2.5,2,0.818,26,0.447,1.5,"PF"
16.5,29.5,7,1.1,1.4,0.819,27,0.475,3.4,"C"
4.9,16.2,1.9,0.4,0.7,0.621,22,0.444,0.6,"PF"
5.5,15.2,2.1,0.8,0.5,0.821,24,0.401,1.3,"SG"
5.9,20,2.2,1,0.5,0.629,20,0.471,0.7,"SF"
3.3,13.3,1.2,0.7,0.3,0.667,25,0.438,0.3,"PF"
1.2,10.1,0.5,0,0.2,0.308,31,0.409,0.2,"C"
5.7,14,2.3,0.2,0.9,0.725,29,0.58,1,"SF"
14.7,31.6,5.8,1.8,1.4,0.828,24,0.503,2,"SF"
6.1,27.8,2.1,1.4,0.5,0.717,32,0.39,0.9,"PF"
7.3,20.7,3.1,0.4,0.7,0.621,23,0.508,2,"PF"
5.4,18.1,2,0.9,0.5,0.841,25,0.423,1.1,"SG"
12.2,30.4,4.4,2.2,1.3,0.824,29,0.403,2.9,"SG"
4,16.9,1.6,0.3,0.5,0.765,22,0.409,1.4,"SG"
3.9,15.5,1.3,0.8,0.5,0.87,28,0.398,0.7,"PF"
10,25.7,3.4,1.9,1.3,0.89,29,0.411,2.8,"PG"
10.1,23.5,3.7,0.6,2.1,0.756,37,0.458,3.1,"C"
21.9,36.6,7.3,3.1,4.3,0.822,27,0.43,3.3,"SF"
14.6,30.1,5.3,1,2.9,0.696,32,0.464,2.8,"PF"
4,15.3,1.5,0.7,0.4,0.76,23,0.346,0.9,"SF"
5.9,19.4,1.9,1.5,0.7,0.817,27,0.356,0.8,"PF"
2,8.5,0.6,0.1,0.6,0.824,29,0.286,0.4,"SF"
9.5,22.4,3.7,1.4,0.7,0.88,24,0.484,2.7,"PG"
3.8,9,1.4,0.6,0.4,1,24,0.35,0.6,"SG"
8.3,26.2,3.6,0.8,0.4,0.543,31,0.468,8.2,"PG"
4.9,14,1.5,0.3,1.6,0.772,31,0.359,2.8,"PG"
2.3,7.6,0.8,0.5,0.1,0.667,21,0.411,0.5,"SG"
4.5,12.1,1.7,0.5,0.6,0.743,25,0.457,1.8,"PG"
6.9,16.6,2.7,1,0.4,0.818,33,0.406,2.5,"PG"
11.3,27.9,4.3,2,0.6,0.796,26,0.489,1.5,"SF"
14.6,26.7,5.5,1.2,2.5,0.836,27,0.426,5.3,"PG"
1.5,8.2,0.6,0.1,0.2,0.571,37,0.444,0.8,"SF"
6.5,15.5,2.8,0.1,0.8,0.661,24,0.56,1.3,"C"
13.1,29.3,4.5,1.2,2.9,0.866,27,0.418,5.3,"PG"
12.6,31.7,4.3,2.5,1.5,0.853,27,0.413,2,"SF"
11.8,26.4,5.3,0.1,1.1,0.756,29,0.53,1.9,"C"
14.7,26.9,5.4,2.1,1.9,0.86,25,0.429,1.6,"SG"
5.1,16.6,2,0.8,0.2,0.5,26,0.493,0.9,"SG"
2.4,13.3,0.7,0.4,0.7,0.769,24,0.339,1.6,"SG"
13.9,28.2,5,0.2,3.7,0.788,23,0.472,2.5,"SF"
5,16.7,1.7,0.6,0.9,0.803,24,0.423,1.4,"SF"
11.5,21.6,4.4,0.6,2,0.772,31,0.471,1.3,"PF"
13.5,32.4,4.9,0,3.6,0.682,25,0.622,1.4,"C"
25.4,36.4,9.5,1.2,5.2,0.737,29,0.449,10.3,"PG"
9.3,26.1,3.1,2,1.1,0.774,29,0.431,0.9,"PF"
2,12.7,0.7,0.4,0.2,0.833,23,0.415,1.5,"PG"
3.5,12,1.4,0,0.6,0.576,31,0.642,0.6,"C"
4.2,12.1,1.8,0.1,0.5,0.661,23,0.494,0.5,"PF"
6.3,12.3,2.1,0.9,1.2,0.889,28,0.374,0.9,"SG"
2.7,15.8,0.9,0.5,0.3,0.61,23,0.346,0.3,"PF"
12.6,27.5,5,1.4,1.2,0.797,28,0.483,0.8,"PF"
5,9.7,2,0.2,0.9,0.78,25,0.447,0.3,"SF"
8.7,20.7,3,1.1,1.6,0.841,26,0.42,2,"PG"
4.3,14.4,1.6,0.6,0.6,0.865,25,0.384,1.8,"PG"
5.5,15.9,2.4,0,0.7,0.82,32,0.501,2,"PG"
6.9,19.8,2.6,0.7,1,0.711,27,0.43,3.9,"PG"
3.9,15.8,1.4,0.3,0.8,0.67,23,0.429,0.9,"SG"
8.7,20.7,3.4,0.3,1.6,0.805,21,0.448,1.2,"PF"
2.4,15.6,0.9,0.3,0.3,0.5,26,0.268,1.8,"SF"
12.6,28.8,4.1,1.8,2.7,0.813,24,0.387,6.6,"PG"
8.7,27.4,3,1,1.6,0.772,21,0.375,1.6,"SF"
26.4,32,8.4,4.2,5.5,0.921,29,0.495,6.1,"PG"
4,14.4,1.5,0.6,0.4,0.875,22,0.4,0.5,"SG"
13.9,32.7,5.9,0,2.1,0.559,24,0.629,1.2,"C"
2.9,8.7,1.2,0.3,0.2,0.625,20,0.471,0.2,"PF"
6.3,22.4,2.8,0.4,0.4,0.795,25,0.499,4,"PG"
19.6,33,8.1,0.3,3,0.757,24,0.498,1.3,"SF"
12.2,33.2,5.2,0.1,1.7,0.768,32,0.577,1.2,"PF"
3.5,10.5,1.5,0,0.6,0.46,26,0.591,0.3,"C"
3.1,12.5,1.1,0.7,0.1,0.9,19,0.414,0.3,"SG"
8.7,25,3.2,1.3,1.1,0.75,26,0.398,1.6,"SG"
11.3,25.9,4,1.9,1.4,0.772,23,0.395,2.9,"PG"
8.2,21.2,3.1,0.8,1.2,0.815,33,0.492,0.9,"SF"
11.8,32.2,5.2,0.7,0.7,0.598,29,0.487,1.9,"PF"
1.5,4.8,0.5,0.1,0.3,0.556,20,0.381,0.4,"C"
4.8,16.7,1.8,0.4,0.9,0.699,20,0.411,0.6,"C"
3,14.2,1.2,0.3,0.4,0.767,27,0.395,3.3,"PG"
17.5,33.1,6.3,2.3,2.6,0.816,25,0.421,2.7,"SG"
4.2,11.6,1.7,0.1,0.7,0.767,31,0.559,0.4,"C"
5.8,15.5,1.9,1,0.9,0.793,22,0.375,1,"SF"
18.6,33.4,7,2.3,2.2,0.829,25,0.46,2.4,"PF"
7.2,22.5,2.8,0.6,1,0.781,26,0.523,3.9,"SG"
4.7,12.4,2,0.2,0.5,0.524,36,0.484,0.4,"SF"
0.9,3.2,0.3,0,0.2,1,20,0.273,0.1,"C"
7.7,19.5,3.2,0.2,1,0.705,35,0.459,3.5,"PG"
6.9,27.4,2.5,1.4,0.5,0.792,26,0.435,1.3,"SG"
4.2,16.1,1.6,0.4,0.6,0.629,27,0.453,0.6,"SF"
4.3,16.7,1.5,0.6,0.7,0.695,24,0.434,0.9,"SG"
11.7,33.9,4,2.5,1.1,0.854,32,0.412,1.6,"SF"
6.3,17,2.6,0.1,1,0.71,30,0.516,1.2,"PF"
12.8,21.8,5.4,1.1,1,0.649,25,0.503,4.7,"PG"
9.9,19.1,3.7,1.1,1.4,0.706,22,0.491,1.2,"PF"
5.8,20.2,2.5,0,0.8,0.544,26,0.562,0.6,"C"
8.9,20.5,2.9,2.3,0.7,0.875,26,0.403,0.6,"SG"
6.3,14.6,2.4,0.5,1,0.667,23,0.468,0.8,"SF"
4.7,13.3,1.7,0.8,0.4,0.81,23,0.441,0.7,"PF"
7.2,17.4,2.6,1.3,0.8,0.714,21,0.377,1.4,"SG"
4.1,12.6,1.7,0.3,0.4,0.759,23,0.42,1.9,"PG"
11.7,28.5,4.3,1.7,1.5,0.822,25,0.435,2.3,"PG"
7.8,23.4,3,0.6,1.2,0.832,22,0.388,4.4,"PG"
6.7,16.8,2.8,0.2,0.9,0.722,28,0.56,0.7,"C"
19.4,30.9,7,2.2,3.2,0.785,28,0.452,5.2,"PG"
9.7,28.4,3.7,0.3,2,0.782,23,0.445,2.4,"PG"
6.5,25,2.6,0,1.3,0.624,35,0.647,1.2,"C"
5.1,17.9,1.8,0.5,0.9,0.877,21,0.457,2.8,"PG"
0.6,5.1,0.2,0.1,0.1,0.5,37,0.2,0.4,"C"
0.6,9,0.2,0,0.2,0.5,25,0.2,0.6,"SG"
23.1,34,8.5,2.1,3.9,0.799,25,0.477,4.3,"SG"
5.4,17.7,2,1,0.5,0.757,41,0.403,1.2,"SF"
5.4,11.4,2,0.6,0.9,0.6,21,0.667,0.7,"PG"
11.2,26.5,3.7,2.9,0.9,0.859,30,0.407,1,"SG"
9.3,19.8,3.3,1.4,1.3,0.746,23,0.431,1.9,"SG"
3.7,16.5,1.5,0.1,0.5,0.723,23,0.427,0.9,"SF"
5.4,20.1,2,0.8,0.6,0.741,30,0.408,0.8,"SF"
12.7,33.8,4.5,2.4,1.3,0.822,31,0.406,2.7,"SF"
15.7,33.1,5.7,1.9,2.2,0.805,27,0.452,4.1,"SG"
12.8,28,5.3,0,2.1,0.619,24,0.502,2.4,"C"
4.6,10.2,1.9,0,0.8,0.582,27,0.669,0.2,"C"
5.1,10.3,1.9,0.1,1.2,0.656,23,0.555,0.7,"C"
10,31.7,3.8,1.2,1.2,0.772,30,0.445,2.1,"SF"
0.5,3.5,0.2,0,0.2,0.5,25,0.167,0.7,"SG"
10.2,27.8,3.8,1.6,1,0.796,24,0.426,2.5,"SG"
4.4,15.8,1.7,0.5,0.4,0.643,20,0.398,0.8,"C"
16.7,27.3,5.7,1.8,3.6,0.813,22,0.383,3,"SG"
14.5,25.6,6.1,0.9,1.4,0.785,36,0.473,2.2,"PF"
5.4,14.1,2.2,0,1.1,0.806,33,0.564,1.6,"C"
1.2,6.9,0.3,0.1,0.4,0.667,22,0.188,0.1,"C"
16,33.8,6,1.6,2.4,0.731,23,0.449,3.7,"PF"
5.9,12.9,2.1,0.9,0.8,0.82,22,0.401,1.7,"PG"
4,11.4,1.5,0.5,0.4,0.75,25,0.423,0.3,"SF"
9.4,28.3,3.2,1.2,1.9,0.867,28,0.433,1.3,"PF"
13.6,29,5.7,1.1,1.1,0.821,32,0.535,4.2,"C"
8.8,21.5,3,1,1.8,0.823,27,0.405,2,"SG"
5.3,19,1.8,1.3,0.4,0.923,25,0.357,0.6,"SG"
9.2,21.2,3.1,1,2,0.797,24,0.445,3.1,"PG"
11.1,20.1,4.2,1,1.8,0.648,25,0.494,1.1,"C"
5.1,14.5,1.9,0.4,0.9,0.621,25,0.494,0.8,"PF"
4.7,13.9,1.9,0.6,0.4,0.563,26,0.487,0.4,"SF"
0.9,4.6,0.3,0.1,0.3,0.5,22,0.25,0.1,"PF"
9.6,26.3,3.2,2.3,1,0.732,26,0.367,1.1,"SG"
10.9,22.8,3.6,0.8,2.8,0.803,23,0.448,1.9,"SG"
2.3,5.7,0.8,0,0.6,0.875,25,0.625,0.3,"PF"
3.9,10.4,1.5,0.2,0.6,0.756,31,0.503,1.2,"C"
17.3,33.5,7.1,0.1,3.1,0.59,25,0.533,1.4,"C"
5.7,23.2,2.2,0.7,0.6,0.582,35,0.5,3.2,"SF"
3.2,11,0.9,0.3,1,0.944,24,0.302,1.4,"PG"
18.1,34.8,6.8,1.6,2.8,0.699,23,0.412,2.5,"SF"
3.8,7.1,1.4,0.5,0.5,0.563,19,0.444,0.7,"SG"
1.5,7.5,0.5,0,0.5,0.5,24,0.2,0,"C"
7.8,18.3,3.1,0,1.6,0.705,22,0.553,0.9,"C"
25.9,33,9.5,0.9,6.1,0.794,25,0.517,3.9,"C"
5,16.6,1.5,1.2,0.7,0.783,33,0.382,0.7,"PF"
7.3,14.5,2.9,0.6,0.9,0.658,22,0.419,0.7,"SG"
5.6,16.1,2.1,0.4,1,0.855,32,0.471,1.1,"C"
8.1,26.7,3.1,1.4,0.7,0.526,26,0.406,2.2,"SG"
9.9,30.2,3.9,1.4,0.7,0.86,28,0.408,2.4,"SG"
8.9,23.3,3.4,0,2,0.735,21,0.576,2.2,"C"
3.9,8.3,1.3,0.9,0.4,0.667,25,0.391,0.2,"SG"
16.9,34.2,6.8,0,3.3,0.6,22,0.563,7.7,"PG"
4.4,14.5,1.6,0,1.1,0.637,26,0.571,0.6,"C"
24.5,35,8.3,2.5,5.5,0.753,29,0.462,5.4,"PF"
7.3,11.7,2.8,0.1,1.7,0.748,30,0.615,0.9,"C"
14.2,26,5.6,1.5,1.5,0.794,23,0.444,1.4,"PF"
14.1,27.8,5.2,1.9,1.9,0.827,26,0.418,3.8,"SG"
18,31.8,6.4,2,3,0.807,29,0.497,2,"SF"
3.9,9.5,1.4,0.4,0.7,0.857,29,0.476,1.6,"PG"
25.6,36.9,9.3,2.5,4.4,0.808,25,0.475,5.5,"SG"
1.4,3.6,0.4,0.1,0.6,0.818,23,0.261,0.9,"PG"
18.3,33.8,7,0.6,3.8,0.675,21,0.497,3,"SF"
6.8,18.9,2.5,1.1,0.7,0.794,27,0.381,1.8,"PG"
5.1,15.3,2,0.8,0.3,0.667,21,0.467,0.7,"SG"
12.5,28.7,4.4,2.3,1.4,0.842,30,0.452,1.2,"C"
4.3,19.6,1.7,0.3,0.6,0.75,22,0.398,1.2,"SG"
11.8,28,4.4,2.1,0.8,0.885,25,0.456,2.1,"SG"
20.7,31.9,7.6,3.4,2.1,0.886,26,0.458,2.5,"SG"
6.4,16.2,2.1,1.3,0.9,0.828,31,0.36,0.7,"SF"
2.6,8.5,1.1,0.3,0,0,28,0.486,0.8,"SG"
2,8.5,0.9,0,0.3,0.667,21,0.34,0.5,"PF"
6.3,17.8,2.4,0.6,0.8,0.805,24,0.43,2.7,"PG"
13.7,26.6,5.2,1.2,2.1,0.691,24,0.429,3.9,"SF"
13.4,29.4,4.9,2.1,1.5,0.682,34,0.405,0.5,"PF"
13,32.2,4.7,1.7,1.9,0.779,23,0.427,2.6,"SF"
5.2,20.3,2.2,0.3,0.5,0.605,22,0.459,0.8,"SF"
7.5,19.8,2.7,1.2,0.9,0.88,30,0.374,1.7,"SF"
3.6,9.5,1.2,0.9,0.3,0.786,35,0.368,0.6,"C"
5.5,15.2,1.9,0.9,0.9,0.694,25,0.419,2,"PG"
6,14,2.6,0,0.8,0.746,22,0.62,0.5,"PF"
1.8,5,0.7,0,0.4,0.765,21,0.328,0.4,"PF"
3.3,5.8,1.2,0.4,0.5,0.867,26,0.447,0.1,"PF"
15.6,32,5.2,2.2,3,0.862,33,0.419,8.2,"PG"
8.2,12,2.9,0.4,2,0.732,23,0.521,0.4,"PF"
21,33.9,8.2,2.4,2.3,0.828,27,0.459,3,"SG"
16.6,33.6,7.1,0,2.5,0.636,24,0.648,1.4,"C"
10.1,25.4,3.9,0.1,2.3,0.787,26,0.551,2.1,"C"
16.7,31.8,6.3,1.5,2.6,0.839,20,0.43,3,"PG"
6.5,25.2,2.8,0.7,0.4,0.698,27,0.412,3.9,"PG"
4,12.6,1.6,0.5,0.4,0.667,33,0.411,1.1,"SG"
4,12.4,1.6,0,0.8,0.685,26,0.531,0.6,"C"
21.1,30.2,8.1,2.9,2,0.78,22,0.434,7,"PG"
11.7,28,3.9,1.6,2.2,0.866,31,0.47,5.3,"PG"
5.8,18.4,2.2,1,0.5,0.553,22,0.414,1.1,"PF"
5.4,17.1,2.2,0,1,0.649,23,0.716,1.2,"C"
25.8,35.5,8.5,3,5.9,0.912,28,0.444,6.9,"PG"
4.9,11.7,1.8,0.8,0.6,0.864,26,0.441,0.4,"SG"
10.7,27.5,4,1.7,1,0.745,24,0.415,1.8,"SG"
3,10.7,1.2,0.4,0.2,0.5,23,0.383,1.2,"SG"
5.7,13.8,2.2,0.4,0.8,0.737,26,0.549,1,"C"
19.8,30.3,6,2.4,5.4,0.904,30,0.463,2.6,"SF"
10.3,27.7,3.7,2.5,0.5,0.841,31,0.465,1.6,"SG"
3,14.5,1.2,0.5,0.2,0.778,31,0.475,0.8,"PF"
6.9,15.8,2.4,0.4,1.6,0.791,23,0.419,2.6,"PG"
9.4,25.1,3,1.9,1.4,0.789,25,0.468,1,"SF"
10.6,25,3.8,1.5,1.6,0.88,24,0.437,1.6,"PF"
8.2,25.5,2.7,1.9,0.8,0.789,28,0.39,2.1,"SF"
11.2,28.2,4.1,1,2.1,0.832,31,0.467,6,"PG"
3.6,11.3,1.3,0.6,0.5,0.571,23,0.37,0.9,"SG"
6.5,19.3,2.5,0.5,1.1,0.682,26,0.481,1.1,"SG"
8,21.5,2.7,1.9,0.7,0.883,26,0.45,1.3,"PF"
17.3,31.4,6.2,1.1,3.7,0.727,21,0.458,7.3,"PG"
5,19.7,2,0.6,0.4,0.75,20,0.391,3.2,"PG"
8.4,23.5,3.4,0.6,1.1,0.64,24,0.446,2.5,"SG"
16.3,30.7,7.2,0,2,0.746,20,0.585,1.8,"C"
11,29.7,4.1,0,2.7,0.705,30,0.641,2.3,"C"
8.7,22.7,3.2,0.7,1.6,0.793,26,0.434,3.3,"PG"
21.2,34.9,8.2,0.1,4.8,0.83,29,0.481,6.2,"SG"
16.3,25.7,5.9,0.9,3.5,0.736,28,0.48,3.6,"C"
11.1,25.4,3.4,1.6,2.7,0.76,32,0.395,1.3,"PF"
3.7,6.5,1.3,0.3,0.7,1,24,0.533,0.8,"PG"
15.5,29.3,5.8,1.6,2.4,0.819,25,0.414,4.1,"PG"
13.6,28.5,5.2,1.3,1.9,0.635,21,0.428,4.8,"PG"
2.6,7.5,1,0.3,0.3,0.667,25,0.402,0.3,"SG"
11.8,23.2,4.8,0.2,2,0.675,27,0.586,1.2,"C"
7,19.2,2.7,0.5,1.2,0.607,21,0.494,0.6,"SF"
18,27.3,7.1,1.1,2.7,0.856,30,0.482,4.3,"PG"
9.9,25.8,3.9,0.7,1.4,0.772,24,0.479,3.9,"PG"
26.6,35,9.2,2.1,6.1,0.866,22,0.467,6.8,"SG"
6.3,15.8,1.9,0.9,1.5,0.761,35,0.38,1.8,"PG"
6.7,13.6,2.7,0,1.3,0.643,23,0.594,0.9,"SF"
4.7,14.7,1.6,0.7,0.8,0.761,23,0.343,2.6,"PG"
10.8,25.1,4,1.3,1.4,0.814,29,0.492,1.4,"C"
7.5,18.3,2.7,0.8,1.2,0.733,23,0.402,0.9,"SF"
12,25.9,4.5,2.5,0.5,0.5,27,0.414,2.8,"SG"
7.3,15.6,2.6,1.3,0.8,0.78,40,0.359,0.7,"PF"
14.1,24.8,5.6,0.1,2.8,0.715,22,0.59,2.9,"C"
23.8,33.7,8.6,2.4,4.1,0.806,22,0.432,4.2,"SG"
4.9,15.2,1.9,0.8,0.3,0.75,22,0.403,1.1,"SG"
7.5,24.5,2.8,1,0.9,0.709,25,0.432,1.2,"SF"
7.3,17.4,2.7,1.1,0.9,0.835,27,0.491,0.9,"SF"
5,18,1.9,0.5,0.7,0.593,21,0.447,1.2,"PF"
7.4,31.3,2.8,0.7,1,0.692,28,0.445,6.9,"PF"
1.8,4.9,0.7,0,0.5,0.846,21,0.577,0.3,"PF"
3.3,10.7,1.2,0.7,0.3,0.667,24,0.391,0.3,"PF"
7.3,17.7,2.8,0.9,0.8,0.739,23,0.475,1.1,"SG"
12.8,25.6,4.8,0,3.2,0.604,33,0.623,0.4,"C"
10.6,21.6,3.8,0.5,2.5,0.772,27,0.597,1.5,"C"
15,26.2,5.8,1.2,2.3,0.708,37,0.433,4.2,"SG"
2.1,4.3,1,0.1,0,0,19,0.409,0.2,"SG"
11.9,27.6,4.8,1.4,0.8,0.763,29,0.481,1.9,"SG"
5.8,17.9,2.3,0,1.2,0.617,29,0.616,0.8,"C"
2.9,9.1,1,0.3,0.7,0.625,23,0.344,0.4,"PG"
2.3,6.3,1,0,0.4,0.633,31,0.694,0.5,"C"
10.6,29.8,4.3,0.8,1.3,0.743,24,0.434,7.6,"PG"
5.7,18.1,2.2,0.7,0.7,0.787,21,0.393,2.4,"PG"
14.8,27.2,5.6,1.2,2.4,0.774,22,0.446,3.9,"PG"
13.7,24.5,5.6,0.1,2.3,0.787,26,0.549,1.7,"C"
15.9,29.1,6,1.6,2.3,0.75,29,0.484,5.5,"PG"
16.2,31.7,5.6,3.2,1.8,0.783,30,0.409,1.9,"SG"
6.8,18.4,2.5,0.9,0.9,0.824,31,0.438,0.8,"PF"
15.1,31.5,5.8,1.9,1.7,0.806,26,0.438,3.6,"SG"
6.8,22,2.8,0.2,1,0.708,30,0.46,3.9,"PG"
8.1,19.2,3.2,0.9,0.9,0.74,20,0.434,1.1,"PG"
8.6,16.1,2.9,1.1,1.7,0.738,25,0.463,1.3,"C"
5.7,21,2.2,0.8,0.5,0.767,20,0.337,2.8,"PG"
11,27.5,3.8,1.8,1.5,0.843,24,0.41,4.8,"PG"
5.8,14.1,2,1,0.8,0.818,21,0.4,1.1,"SG"
7.8,27.2,2.8,1.2,1.1,0.748,32,0.422,1.4,"SG"
2.9,12.6,1,0.8,0.1,1,24,0.331,0.4,"PF"
12.9,28.8,4.7,1.4,2,0.799,24,0.424,2.2,"SG"
7.6,21.7,2.8,0.8,1.2,0.824,32,0.452,2.3,"PG"
4,8.7,1.5,0.7,0.3,0.833,25,0.475,0.6,"PF"
9.2,20.2,3.2,2.1,0.8,0.838,33,0.4,0.5,"SG"
27.7,32.8,10,0.7,6.9,0.729,24,0.578,5.9,"PF"
4.2,13,1.6,0.4,0.7,0.8,25,0.42,0.4,"SF"
13.7,27.5,5,1.6,2.2,0.782,32,0.413,4.8,"PG"
11.5,25.9,4.1,1.1,2.2,0.834,28,0.466,3.4,"PF"
6.4,13.6,2.5,0.3,1.2,0.83,29,0.501,0.9,"C"
5.6,10.9,1.8,0.8,1.2,0.75,23,0.376,0.7,"SG"
5.3,11.2,2.1,0,1,0.625,28,0.487,0.6,"C"
2.3,6.1,0.9,0.2,0.4,0.682,23,0.455,0.4,"PF"
3.7,10.3,1.5,0.1,0.7,0.61,20,0.455,0.3,"SG"
16.4,32.9,5.6,2.3,3,0.824,26,0.42,1.5,"PF"
7,14.1,3,0,1,0.637,20,0.503,1.5,"PF"
12.3,23.3,5.4,0,1.5,0.449,29,0.571,0.8,"C"
6,13.6,2.1,0.9,1,0.76,22,0.411,0.8,"PF"
6.7,16.2,2.5,1.1,0.6,0.892,27,0.394,1.6,"SG"
4.1,14.6,1.4,0.1,1.2,0.689,32,0.452,0.7,"C"
7.5,23.9,2.7,1.5,0.6,0.8,28,0.374,1.8,"SG"
0.9,5.5,0.2,0,0.4,0.6,19,0.152,0.7,"PG"
3.5,14.3,1.4,0.3,0.4,0.577,22,0.399,2.2,"PG"
1.9,7.9,0.7,0.1,0.4,0.786,20,0.488,0.5,"PF"
4,10.7,1.3,0,1.3,0.8,24,0.5,0.7,"PF"
8.1,15.1,2.8,1,1.4,0.63,29,0.343,1.9,"SG"
8.9,22.3,3.7,0.8,0.8,0.758,30,0.419,3.6,"PG"
5.8,14.7,2.4,0.1,1,0.71,21,0.547,1.1,"PF"
8.9,17.6,3.6,0,1.7,0.802,21,0.559,1.1,"C"
10.9,19.8,4.2,1,1.4,0.705,34,0.418,5.6,"PG"
18.1,31.3,5.9,3.2,3,0.894,34,0.44,2.7,"SG"
14.5,26.9,5.8,1,2,0.712,23,0.493,2.4,"PF"
1.3,6.8,0.6,0.1,0,0,21,0.34,0.8,"SG"
11.9,27.1,4,2.2,1.8,0.721,28,0.399,1.7,"SF"
8.2,15.8,3.6,0,1,0.663,23,0.586,0.7,"C"
7.6,18.7,3,0.8,0.7,0.704,24,0.509,0.7,"SF"
5.5,16.5,2.4,0,0.6,0.533,23,0.645,1.2,"C"
9.3,21.8,3.6,0.9,1.2,0.725,22,0.467,3.2,"PG"
5.1,13.4,1.6,0.6,1.2,0.704,25,0.419,0.4,"SF"
7.9,18.9,2.7,1,1.5,0.845,38,0.397,3.6,"SG"
18.2,32.6,6.8,2,2.5,0.848,21,0.437,4.8,"PG"
6.7,21.2,2.4,0.9,1,0.716,28,0.469,0.7,"SF"
36.1,36.8,10.8,4.8,9.7,0.879,29,0.442,7.5,"PG"
7.8,21.2,3,0.9,0.9,0.714,31,0.433,2.5,"PF"
2.4,6.8,0.8,0.5,0.3,1,28,0.353,0.5,"SF"
9.4,21.1,3.5,1.1,1.2,0.792,28,0.483,0.8,"PF"
4.9,20.7,1.7,0.9,0.5,0.696,33,0.423,1.4,"PF"
2.2,7.9,0.9,0.3,0.2,0.5,23,0.308,0.9,"SG"
2.7,7.8,1,0.5,0.2,0.818,24,0.413,0.4,"PF"
13.8,26.1,5.1,0.9,2.6,0.766,19,0.506,1.1,"PF"
4.2,16.3,1.7,0.4,0.4,0.769,25,0.443,0.5,"SF"
1.4,4.1,0.5,0,0.4,0.6,19,0.474,0.2,"PF"
10.9,26.2,4.2,0.1,2.5,0.709,20,0.59,1.4,"C"
3.3,9.5,1.1,0.5,0.7,0.875,32,0.356,0.7,"PF"
12,22.3,5.3,0,1.3,0.632,31,0.624,0.7,"C"
3.2,12.6,1.1,0.7,0.2,0.778,22,0.345,1.9,"PG"
13,25.9,5,1.3,1.8,0.658,22,0.465,1.4,"SG"
2.5,7.3,1,0.3,0.3,0.5,23,0.4,1,"SG"
15.7,31.1,5.9,1.5,2.5,0.855,20,0.45,2.1,"SF"
12.3,27.2,4.2,1.4,2.4,0.888,32,0.475,1.8,"PF"
